seq_num,delay_ms
0,11.3453
1,13.5789
2,12.7053
3,12.9344
4,14.2685
5,12.9904
6,13.6279
7,13.2986
8,10.5664
9,13.0531
10,11.2528
11,12.7928
12,12.6718
13,13.5916
14,13.4348
15,14.278
16,13.0444
17,12.8876
18,13.2568
19,12.5247
20,13.1396
21,11.7955
22,12.4094
23,13.2526
24,13.5481
25,13.326
26,14.1692
27,14.4624
28,12.6913
29,10.3606
30,14.248
31,11.7104
32,11.5536
33,12.8064
34,11.6611
35,16.3475
36,13.9095
37,13.1904
38,13.0336
39,11.7788
40,12.6936
41,12.0213
42,12.3556
43,12.8005
44,12.2109
45,12.0101
46,12.2819
47,13.3984
48,11.9837
49,11.7763
50,12.6195
51,12.522
52,12.121
53,12.9977
54,12.6495
55,13.4927
56,11.3045
57,13.6096
58,13.9961
59,13.8393
60,12.4898
61,14.0593
62,12.5783
63,12.0378
64,14.1027
65,10.9459
66,12.3844
67,12.7024
68,13.6068
69,12.8544
70,14.3017
71,13.998
72,13.1627
73,12.7226
74,14.8144
75,12.817
76,13.5799
77,13.3904
78,11.2412
79,11.3678
80,12.2544
81,13.0976
82,14.0215
83,13.6229
84,11.8545
85,12.0588
86,13.902
87,14.0172
88,14.4064
89,12.5622
90,12.8777
91,13.1744
92,14.0176
93,13.8914
94,12.0194
95,14.8582
96,11.2785
97,15.1011
98,15.512
99,12.6341
100,12.4181
101,14.1904
102,13.3597
103,12.2415
104,13.0434
105,12.4797
106,12.0741
107,12.5826
108,14.4258
109,12.7264
110,15.5696
111,14.4128
112,14.7806
113,11.7591
114,13.0919
115,13.7526
116,14.7029
117,12.7985
118,11.6255
119,12.4723
120,11.5334
121,11.8747
122,12.9805
123,13.8237
124,12.9445
125,9.89906
126,12.3193
127,12.0469
128,11.4509
129,13.3531
130,16.2389
131,12.9871
132,12.9109
133,13.4388
134,12.9316
135,12.6233
136,11.6087
137,12.5238
138,12.98
139,13.554
140,14.3109
141,12.9701
142,14.911
143,13.3515
144,13.571
145,13.2574
146,12.1913
147,14.1291
148,12.702
149,12.1561
150,13.8425
151,13.2631
152,12.2966
153,12.183
154,11.9589
155,12.9155
156,13.4102
157,12.9749
158,14.1669
159,14.2629
160,14.0309
161,12.6276
162,15.2641
163,13.0616
164,13.5353
165,13.622
166,14.1614
167,13.8329
168,13.7805
169,11.1876
170,13.5054
171,13.2389
172,12.5532
173,12.6001
174,14.2865
175,11.9669
176,12.0666
177,16.1589
178,13.3871
179,13.3765
180,13.7151
181,13.5341
182,13.9687
183,12.7333
184,14.938
185,14.2434
186,13.0201
187,12.2182
188,12.0837
189,13.2118
190,10.6542
191,13.3406
192,12.1523
193,12.9955
194,12.1816
195,14.7432
196,11.4389
197,14.1909
198,14.0341
199,14.9048
200,14.7669
201,11.8629
202,12.7528
203,13.596
204,10.8234
205,12.8737
206,12.2156
207,13.1092
208,12.3637
209,13.2069
210,13.0501
211,12.8933
212,13.7365
213,14.4229
214,12.8793
215,13.9354
216,13.0314
217,13.026
218,14.1163
219,12.5114
220,11.3546
221,13.9914
222,14.0874
223,11.5133
224,13.6899
225,13.0371
226,12.9995
227,13.8427
228,14.1434
229,12.2477
230,14.4018
231,12.8778
232,11.5897
233,14.7606
234,12.8714
235,13.65
236,12.2959
237,13.9823
238,11.5339
239,12.8782
240,13.377
241,12.4074
242,12.8662
243,12.6509
244,14.2714
245,11.7417
246,13.6554
247,13.5398
248,11.7632
249,11.2314
250,13.3274
251,13.4234
252,12.9515
253,12.6379
254,13.1986
255,14.4912
256,12.3344
257,12.7367
258,11.9808
259,14.4146
260,12.3877
261,14.1706
262,11.9594
263,14.9142
264,11.6394
265,12.3975
266,12.6526
267,14.8234
268,13.0712
269,12.9822
270,14.2035
271,14.5339
272,12.0179
273,13.6696
274,13.235
275,13.9214
276,12.0583
277,11.7836
278,13.6268
279,12.7857
280,12.2647
281,13.1079
282,13.9511
283,12.4361
284,13.3754
285,12.3866
286,14.502
287,14.0083
288,13.3357
289,9.42781
290,11.6335
291,11.4767
292,12.3199
293,11.5074
294,13.9114
295,11.3561
296,13.5949
297,11.732
298,12.7754
299,14.6186
300,14.4618
301,12.5434
302,12.9883
303,13.4019
304,13.4998
305,14.209
306,13.0268
307,11.5886
308,14.0115
309,12.0243
310,13.8675
311,13.5539
312,11.465
313,14.592
314,14.4864
315,12.3535
316,14.4234
317,11.7114
318,11.3834
319,12.8961
320,11.8201
321,13.4274
322,12.3457
323,12.9594
324,14.8026
325,14.6458
326,14.0966
327,12.2942
328,12.264
329,14.1204
330,12.3458
331,12.8799
332,13.41
333,12.8821
334,13.7253
335,12.6889
336,12.3892
337,14.4619
338,11.8175
339,12.5393
340,13.1839
