dist,bin_size_ms,k,n_theory,n_label,n,seed,tvd
piecewise,5,4,2799,n/4,699,1,0.009828326180257495
piecewise,5,4,2799,n/4,699,2,0.020686695278969963
piecewise,5,4,2799,n/4,699,3,0.012689556509299003
piecewise,5,4,2799,n/4,699,4,0.0348211731044349
piecewise,5,4,2799,n/4,699,5,0.023834048640915623
piecewise,5,4,2799,n/4,699,6,0.019084406294706716
piecewise,5,4,2799,n/4,699,7,0.013175965665236086
piecewise,5,4,2799,n/4,699,8,0.04339055793991419
piecewise,5,4,2799,n/4,699,9,0.02795422031473535
piecewise,5,4,2799,n/4,699,10,0.023361945636623777
piecewise,5,4,2799,n/4,699,11,0.027839771101573693
piecewise,5,4,2799,n/4,699,12,0.0538912732474964
piecewise,5,4,2799,n/4,699,13,0.023361945636623777
piecewise,5,4,2799,n/4,699,14,0.033204577968526494
piecewise,5,4,2799,n/4,699,15,0.029084406294706752
piecewise,5,4,2799,n/4,699,16,0.01078683834048641
piecewise,5,4,2799,n/4,699,17,0.024792560801144545
piecewise,5,4,2799,n/4,699,18,0.04101573676680971
piecewise,5,4,2799,n/4,699,19,0.010314735336194564
piecewise,5,4,2799,n/4,699,20,0.047868383404864115
piecewise,5,4,2799,n/4,699,21,0.011917024320457825
piecewise,5,4,2799,n/4,699,22,0.040829756795422036
piecewise,5,4,2799,n/4,699,23,0.025092989985693856
piecewise,5,4,2799,n/4,699,24,0.02509298998569385
piecewise,5,4,2799,n/4,699,25,0.01765379113018596
piecewise,5,4,2799,n/4,699,26,0.023547925608011458
piecewise,5,4,2799,n/4,699,27,0.03529327610872675
piecewise,5,4,2799,n/4,699,28,0.05628040057224605
piecewise,5,4,2799,n/4,699,29,0.042618025751072944
piecewise,5,4,2799,n/4,699,30,0.04643776824034335
piecewise,5,4,2799,n/4,699,31,0.019084406294706716
piecewise,5,4,2799,n/4,699,32,0.017639484978540794
piecewise,5,4,2799,n/4,699,33,0.02699570815450643
piecewise,5,4,2799,n/4,699,34,0.020686695278969977
piecewise,5,4,2799,n/4,699,35,0.04071530758226034
piecewise,5,4,2799,n/4,699,36,0.012217453505007164
piecewise,5,4,2799,n/4,699,37,0.02336194563662379
piecewise,5,4,2799,n/4,699,38,0.023834048640915588
piecewise,5,4,2799,n/4,699,39,0.015078683834048666
piecewise,5,4,2799,n/4,699,40,0.009356223175965676
piecewise,5,4,2799,n/4,699,41,0.024620886981402038
piecewise,5,4,2799,n/4,699,42,0.019370529327610873
piecewise,5,4,2799,n/4,699,43,0.020500715307582282
piecewise,5,4,2799,n/4,699,44,0.05370529327610875
piecewise,5,4,2799,n/4,699,45,0.030343347639485013
piecewise,5,4,2799,n/4,699,46,0.022117310443490704
piecewise,5,4,2799,n/4,699,47,0.017825464949928455
piecewise,5,4,2799,n/4,699,48,0.014964234620886974
piecewise,5,4,2799,n/4,699,49,0.02366237482117311
piecewise,5,4,2799,n/4,699,50,0.008397711015736761
piecewise,5,4,2799,n/2,1399,1,0.00238741958541816
piecewise,5,4,2799,n/2,1399,2,0.02034310221586845
piecewise,5,4,2799,n/2,1399,3,0.01462473195139384
piecewise,5,4,2799,n/2,1399,4,0.013824160114367393
piecewise,5,4,2799,n/2,1399,5,0.013817012151536842
piecewise,5,4,2799,n/2,1399,6,0.019628305932809134
piecewise,5,4,2799,n/2,1399,7,0.009621157969978547
piecewise,5,4,2799,n/2,1399,8,0.03883488205861333
piecewise,5,4,2799,n/2,1399,9,0.010872051465332419
piecewise,5,4,2799,n/2,1399,10,0.016533238027162278
piecewise,5,4,2799,n/2,1399,11,0.013338098641887064
piecewise,5,4,2799,n/2,1399,12,0.029785561115082182
piecewise,5,4,2799,n/2,1399,13,0.02826304503216584
piecewise,5,4,2799,n/2,1399,14,0.021829878484631887
