seq_num,delay_ms
0,8.70347
1,18.4315
2,18.8043
3,21.9227
4,35.5739
5,33.4171
6,37.9083
7,39.2811
8,39.3019
9,46.6955
10,48.3051
11,49.7579
12,49.9355
13,49.8379
14,50.6811
15,52.5243
16,50.4267
17,50.2699
18,50.1723
19,49.3883
20,50.1755
21,48.5691
22,49.3947
23,50.2379
24,51.1403
25,50.4747
26,51.3179
27,51.8475
28,49.4955
29,47.8299
30,52.4395
31,48.1259
32,48.8123
33,49.3419
34,48.7147
35,54.2443
36,51.4603
37,48.3627
38,50.2059
39,48.6587
40,49.7179
41,48.7387
42,49.4251
43,49.8571
44,48.9755
45,48.6235
46,49.3691
47,50.6443
48,49.1739
49,48.4491
50,49.2923
51,49.5083
52,48.8811
53,50.0971
54,49.3131
55,50.1563
56,48.6475
57,51.2955
58,52.0411
59,51.8843
60,49.7275
61,51.9435
62,49.5323
63,49.1211
64,47.4939
65,52.3371
66,48.9259
67,49.4555
68,51.2219
69,49.3611
70,52.0683
71,52.1275
72,50.5003
73,49.5595
74,51.6779
75,49.5803
76,50.6395
77,50.1307
78,48.1899
79,47.8971
80,48.3883
81,49.2315
82,51.6043
83,50.8795
84,48.7227
85,49.1163
86,50.9595
87,51.8619
88,51.9803
89,49.8827
90,50.3739
91,50.0219
92,50.8651
93,51.7675
94,49.0043
95,53.9067
96,48.2411
97,54.5163
98,55.6555
99,50.4987
100,49.3419
101,51.8715
102,50.4011
103,49.5195
104,50.5787
105,49.1083
106,48.8747
107,49.7771
108,52.4635
109,49.7979
110,50.6411
111,54.3275
112,53.6443
113,48.3723
114,50.3339
115,50.9819
116,52.1211
117,49.6507
118,48.3963
119,49.6123
120,48.4171
121,49.0059
122,49.8491
123,51.5355
124,50.2219
125,47.5563
126,49.0859
127,48.6155
128,48.6747
129,50.5179
130,55.5771
131,50.1867
132,49.7163
133,50.3643
134,50.4235
135,49.6395
136,48.7579
137,49.2315
138,49.8203
139,50.8795
140,52.4299
141,49.8027
142,53.8443
143,51.0219
144,51.0811
145,49.9243
146,49.4539
147,51.9835
148,49.8267
149,49.1019
150,49.9451
151,50.6731
152,49.0667
153,48.9307
154,48.7355
155,49.9371
156,50.9963
157,49.7419
158,50.3307
159,51.3899
160,50.4315
161,49.7067
162,54.8843
163,49.8459
164,51.2187
165,51.2779
166,52.4939
167,51.0827
168,51.7691
169,48.4763
170,51.0059
171,49.8699
172,49.9291
173,49.2635
174,50.1067
175,49.0715
176,49.2875
177,50.3467
178,56.8763
179,50.5627
180,50.9355
181,51.0363
182,51.7227
183,49.4091
184,54.1547
185,52.3147
186,49.9243
187,49.2971
188,48.8859
189,50.7883
190,49.0043
191,48.8475
192,49.2795
193,50.1227
194,48.8683
195,52.9867
196,48.8299
197,51.5163
198,52.2027
199,53.9099
200,52.8123
201,48.3419
202,49.8923
203,50.7355
204,47.6587
205,50.0315
206,49.0731
207,50.0939
208,49.2123
209,50.0555
210,49.8987
211,50.5851
212,51.4283
213,52.9579
214,50.1947
215,50.8811
216,49.2539
217,49.9403
218,51.5883
219,49.3339
220,48.1771
221,50.5707
222,51.6299
223,48.3163
224,51.5323
225,50.5531
