dist,bin_size_ms,k,n_theory,n_label,n,seed,tvd
zipf,1,20,9199,n/4,2299,1,0.02164620190861117
zipf,1,20,9199,n/4,2299,2,0.016605367786437612
zipf,1,20,9199,n/4,2299,3,0.023343349628507096
zipf,1,20,9199,n/4,2299,4,0.026428497698705884
zipf,1,20,9199,n/4,2299,5,0.028145759860852448
zipf,1,20,9199,n/4,2299,6,0.024582718510753575
zipf,1,20,9199,n/4,2299,7,0.0218475352969573
zipf,1,20,9199,n/4,2299,8,0.03198846145826858
zipf,1,20,9199,n/4,2299,9,0.014846136491663288
zipf,1,20,9199,n/4,2299,10,0.031896264844760575
zipf,1,20,9199,n/4,2299,11,0.03246130960186042
zipf,1,20,9199,n/4,2299,12,0.02808188656232958
zipf,1,20,9199,n/4,2299,13,0.02107801495846905
zipf,1,20,9199,n/4,2299,14,0.025982407430684817
zipf,1,20,9199,n/4,2299,15,0.024962752865966817
zipf,1,20,9199,n/4,2299,16,0.03486799435177923
zipf,1,20,9199,n/4,2299,17,0.02532834273503133
zipf,1,20,9199,n/4,2299,18,0.033772627816333875
zipf,1,20,9199,n/4,2299,19,0.022731973111798608
zipf,1,20,9199,n/4,2299,20,0.027140917463616042
zipf,1,20,9199,n/4,2299,21,0.029510093859610217
zipf,1,20,9199,n/4,2299,22,0.028490566802995332
zipf,1,20,9199,n/4,2299,23,0.028896059851354582
zipf,1,20,9199,n/4,2299,24,0.0388925849880317
zipf,1,20,9199,n/4,2299,25,0.020414373269162088
zipf,1,20,9199,n/4,2299,26,0.01968266244592104
zipf,1,20,9199,n/4,2299,27,0.03349428488295752
zipf,1,20,9199,n/4,2299,28,0.02545109594444086
zipf,1,20,9199,n/4,2299,29,0.026932287981217395
zipf,1,20,9199,n/4,2299,30,0.026154432762453272
zipf,1,20,9199,n/4,2299,31,0.029022712373228447
zipf,1,20,9199,n/4,2299,32,0.014271527596503205
zipf,1,20,9199,n/4,2299,33,0.022698858341342932
zipf,1,20,9199,n/4,2299,34,0.023449316384937066
zipf,1,20,9199,n/4,2299,35,0.027924095007606557
zipf,1,20,9199,n/4,2299,36,0.028486004362461362
zipf,1,20,9199,n/4,2299,37,0.020228288093705245
zipf,1,20,9199,n/4,2299,38,0.011670113468048868
zipf,1,20,9199,n/4,2299,39,0.027161053131194997
zipf,1,20,9199,n/4,2299,40,0.04442372132459837
zipf,1,20,9199,n/4,2299,41,0.030857789542988567
zipf,1,20,9199,n/4,2299,42,0.025967595033466486
zipf,1,20,9199,n/4,2299,43,0.02827039527938325
zipf,1,20,9199,n/4,2299,44,0.0252825052740395
zipf,1,20,9199,n/4,2299,45,0.022496797212252156
zipf,1,20,9199,n/4,2299,46,0.027513914274517576
zipf,1,20,9199,n/4,2299,47,0.0405994920544233
zipf,1,20,9199,n/4,2299,48,0.025085971294046716
zipf,1,20,9199,n/4,2299,49,0.020316460869640743
zipf,1,20,9199,n/4,2299,50,0.02695909387641928
zipf,1,20,9199,n/2,4599,1,0.012639447705423246
zipf,1,20,9199,n/2,4599,2,0.019867537121467306
zipf,1,20,9199,n/2,4599,3,0.01796680216736496
zipf,1,20,9199,n/2,4599,4,0.014469551261343208
zipf,1,20,9199,n/2,4599,5,0.023748369655992245
zipf,1,20,9199,n/2,4599,6,0.019340231044637723
zipf,1,20,9199,n/2,4599,7,0.02189365962938778
zipf,1,20,9199,n/2,4599,8,0.023767465731483084
zipf,1,20,9199,n/2,4599,9,0.012958427296680678
zipf,1,20,9199,n/2,4599,10,0.02181433436537776
zipf,1,20,9199,n/2,4599,11,0.02298360051218526
zipf,1,20,9199,n/2,4599,12,0.020020932678859453
zipf,1,20,9199,n/2,4599,13,0.018404259055452142
zipf,1,20,9199,n/2,4599,14,0.016486133556837205
zipf,1,20,9199,n/2,4599,15,0.029029214194717774
zipf,1,20,9199,n/2,4599,16,0.022425140875306393
zipf,1,20,9199,n/2,4599,17,0.020696735121091325
zipf,1,20,9199,n/2,4599,18,0.019584837056197388
zipf,1,20,9199,n/2,4599,19,0.013955862878008814
zipf,1,20,9199,n/2,4599,20,0.01886640737228682
zipf,1,20,9199,n/2,4599,21,0.023266324052997236
zipf,1,20,9199,n/2,4599,22,0.01793915455468003
zipf,1,20,9199,n/2,4599,23,0.023544092583351856
zipf,1,20,9199,n/2,4599,24,0.01785413224458443
zipf,1,20,9199,n/2,4599,25,0.010230897190556122
zipf,1,20,9199,n/2,4599,26,0.014740169487821975
zipf,1,20,9199,n/2,4599,27,0.02319840978110877
zipf,1,20,9199,n/2,4599,28,0.012519700492227278
zipf,1,20,9199,n/2,4599,29,0.018817407358205716
