dist,bin_size_ms,k,n_theory,n_label,n,seed,tvd
binomial,2,11,5599,n/4,1399,1,0.026421294713378125
binomial,2,11,5599,n/4,1399,2,0.01578783835573997
binomial,2,11,5599,n/4,1399,3,0.014718633110477289
binomial,2,11,5599,n/4,1399,4,0.020709454288987107
binomial,2,11,5599,n/4,1399,5,0.010413539332948104
binomial,2,11,5599,n/4,1399,6,0.028286314249209032
binomial,2,11,5599,n/4,1399,7,0.00802161644150985
binomial,2,11,5599,n/4,1399,8,0.034382912838263
binomial,2,11,5599,n/4,1399,9,0.02599134915551591
binomial,2,11,5599,n/4,1399,10,0.03147925539814287
binomial,2,11,5599,n/4,1399,11,0.023536308566700772
binomial,2,11,5599,n/4,1399,12,0.026004872380025565
binomial,2,11,5599,n/4,1399,13,0.04325264568751505
binomial,2,11,5599,n/4,1399,14,0.02099430501418423
binomial,2,11,5599,n/4,1399,15,0.033599906686887865
binomial,2,11,5599,n/4,1399,16,0.020598999170681045
binomial,2,11,5599,n/4,1399,17,0.027028481904057766
binomial,2,11,5599,n/4,1399,18,0.018626445527584606
binomial,2,11,5599,n/4,1399,19,0.01830069792108768
binomial,2,11,5599,n/4,1399,20,0.03775820960480453
binomial,2,11,5599,n/4,1399,21,0.014828039800549808
binomial,2,11,5599,n/4,1399,22,0.022970325014606587
binomial,2,11,5599,n/4,1399,23,0.019190632163668793
binomial,2,11,5599,n/4,1399,24,0.021866670926184727
binomial,2,11,5599,n/4,1399,25,0.014465064811570252
binomial,2,11,5599,n/4,1399,26,0.011273486346666747
binomial,2,11,5599,n/4,1399,27,0.01946226573995908
binomial,2,11,5599,n/4,1399,28,0.02856857730628255
binomial,2,11,5599,n/4,1399,29,0.04723241995538107
binomial,2,11,5599,n/4,1399,30,0.03326066925834133
binomial,2,11,5599,n/4,1399,31,0.019125949322453123
binomial,2,11,5599,n/4,1399,32,0.028743715265804316
binomial,2,11,5599,n/4,1399,33,0.023519917502413414
binomial,2,11,5599,n/4,1399,34,0.014959768195762384
binomial,2,11,5599,n/4,1399,35,0.04666437294927978
binomial,2,11,5599,n/4,1399,36,0.03380441290723835
binomial,2,11,5599,n/4,1399,37,0.01430740042871205
binomial,2,11,5599,n/4,1399,38,0.02396617913944874
binomial,2,11,5599,n/4,1399,39,0.023107411437072112
binomial,2,11,5599,n/4,1399,40,0.03426888229337392
binomial,2,11,5599,n/4,1399,41,0.04061250502591145
binomial,2,11,5599,n/4,1399,42,0.019732911557789966
binomial,2,11,5599,n/4,1399,43,0.016967104024934877
binomial,2,11,5599,n/4,1399,44,0.025327303479448844
binomial,2,11,5599,n/4,1399,45,0.03348945156858177
binomial,2,11,5599,n/4,1399,46,0.025176727234933725
binomial,2,11,5599,n/4,1399,47,0.023818796579117004
binomial,2,11,5599,n/4,1399,48,0.016066234225967733
binomial,2,11,5599,n/4,1399,49,0.025265290108299737
binomial,2,11,5599,n/4,1399,50,0.013220572318240068
binomial,2,11,5599,n/2,2799,1,0.013416853833513664
binomial,2,11,5599,n/2,2799,2,0.008918302235495989
