dist,bin_size_ms,k,n_theory,n_label,n,seed,tvd
binomial,0.05,401,161599,n/4,40399,1,0.00605690673146005
binomial,0.05,401,161599,n/4,40399,2,0.006519718345325354
binomial,0.05,401,161599,n/4,40399,3,0.007667963515237198
binomial,0.05,401,161599,n/4,40399,4,0.004178232749962123
binomial,0.05,401,161599,n/4,40399,5,0.003829842838468838
binomial,0.05,401,161599,n/4,40399,6,0.005109632176636986
binomial,0.05,401,161599,n/4,40399,7,0.009257368971922047
binomial,0.05,401,161599,n/4,40399,8,0.005703596895397829
binomial,0.05,401,161599,n/4,40399,9,0.00588487194872103
binomial,0.05,401,161599,n/4,40399,10,0.009013979856163961
binomial,0.05,401,161599,n/4,40399,11,0.004825682854775637
binomial,0.05,401,161599,n/4,40399,12,0.0056499085180469885
binomial,0.05,401,161599,n/4,40399,13,0.00730270776286213
binomial,0.05,401,161599,n/4,40399,14,0.007970752289733153
binomial,0.05,401,161599,n/4,40399,15,0.007375675615849605
binomial,0.05,401,161599,n/4,40399,16,0.0035042042171467354
binomial,0.05,401,161599,n/4,40399,17,0.007544534159590811
binomial,0.05,401,161599,n/4,40399,18,0.006267892945216862
binomial,0.05,401,161599,n/4,40399,19,0.004852229461371572
binomial,0.05,401,161599,n/4,40399,20,0.005719254490715376
binomial,0.05,401,161599,n/4,40399,21,0.006419641581669697
binomial,0.05,401,161599,n/4,40399,22,0.004734239913693617
binomial,0.05,401,161599,n/4,40399,23,0.006135854884189416
binomial,0.05,401,161599,n/4,40399,24,0.0055049148012278875
binomial,0.05,401,161599,n/4,40399,25,0.007038767660793574
binomial,0.05,401,161599,n/4,40399,26,0.005589889215329371
binomial,0.05,401,161599,n/4,40399,27,0.005932862547536422
binomial,0.05,401,161599,n/4,40399,28,0.004529715263034115
binomial,0.05,401,161599,n/4,40399,29,0.008897756254877376
binomial,0.05,401,161599,n/4,40399,30,0.004896046168178773
binomial,0.05,401,161599,n/4,40399,31,0.00909269033981703
binomial,0.05,401,161599,n/4,40399,32,0.008403315154977142
binomial,0.05,401,161599,n/4,40399,33,0.003619283310106901
binomial,0.05,401,161599,n/4,40399,34,0.004473735673636592
binomial,0.05,401,161599,n/4,40399,35,0.007095749175956812
binomial,0.05,401,161599,n/4,40399,36,0.0070520680170076035
