seq_num,delay_ms
0,5.1552
1,4.46098
2,9.2848
3,7.2
4,6.45344
5,13.423
6,3.9904
7,8.544
8,5.6512
9,7.42488
10,4.84411
11,5.9952
12,7.56475
13,7.2944
14,7.1376
15,9.6672
16,4.848
17,7.60539
18,5.3168
19,11.16
20,5
21,9.04034
22,8.46344
23,5.14984
24,14.344
25,6.40982
26,9.0896
27,10.3664
28,10.112
29,10.496
30,11.1568
31,5
32,8.65555
33,5.49876
34,9.02835
35,6.71476
36,6.00795
37,5.8176
38,7.04511
39,7.67054
40,10.6382
41,6.9696
42,9.656
43,7.85782
44,9.2688
45,7.7376
46,6.6528
47,7.27954
48,4.96594
49,7.5904
50,8.4336
51,8.5056
52,4.83864
53,10.1001
54,7.9744
55,11.2512
56,12.6352
57,7.5504
58,8.56414
59,9.25054
60,5.93694
61,9.62334
62,10.1264
63,8.68
64,9.74245
65,7.66662
66,6.46764
67,11.4256
68,6.448
69,11.8909
70,8.43575
71,6.37899
72,5.0301
73,3.69246
74,5.62695
75,5.95041
76,10.0823
77,10.1136
78,8.0288
79,5.06001
80,7.1584
81,9.0016
82,10.688
83,7.50248
84,8.91771
85,4.33326
86,10.1765
87,11.7061
88,5.3952
89,8.864
90,6.03666
91,6.23798
92,4.0784
93,9.9216
94,4.016
95,8.11863
96,4.7782
97,7.8688
98,4.168
99,7.9984
100,7.6848
101,8.528
102,8.552
103,5.50544
104,10.3486
105,6.02213
106,9.9331
107,7.6195
108,14.7073
109,4.896
110,6.1728
111,8.09883
112,5.4946
113,7.48089
114,6.87221
115,4.477
116,7.3298
117,4.63291
118,7.437
119,6.17444
120,7.821
121,6.51543
122,8.20183
123,9.04503
124,11.4961
125,4.77467
126,9.46107
127,11.3043
128,5.83387
129,6.52027
130,9.43583
131,7.9954
132,11.8386
133,5.8258
134,7.3794
135,5.94074
136,4.4866
137,7.5553
138,6.6386
139,7.5538
140,6.9378
141,4.58117
142,5.7058
143,7.3666
144,3.9202
145,9.7634
146,8.6066
147,8.1362
148,5.9794
149,9.39187
150,11.0783
151,7.0722
152,10.6482
153,6.7554
154,6.2242
155,4.04771
156,6.99419
157,8.0594
158,8.16939
159,10.1666
160,6.6578
161,6.90906
162,9.5954
163,6.81827
164,6.80462
165,4.6178
166,6.533
167,9.6402
168,12.3266
169,8.301
170,9.9874
171,3.98874
172,4.9618
173,6.51675
174,11.261
175,4.183
176,5.2138
177,6.9002
178,6.08796
179,6.77739
180,4.62059
181,5.42962
182,8.11602
183,7.85914
184,8.6722
185,12.1858
186,5.69867
187,10.5419
188,8.86346
189,9.5074
190,4.31878
191,10.061
192,7.6146
193,10.8914
194,4.5778
195,8.3602
196,5.0466
197,6.8898
198,6.733
199,8.6594
200,6.5746
201,7.7666
202,5.5122
203,6.3554
204,5.81303
205,6.49943
206,5.4948
207,5.78386
208,4.9625
209,7.6489
210,9.4921
211,12.1785
212,13.0217
213,12.7081
214,9.98079
215,10.6672
216,7.35359
217,10.3924
218,7.5844
219,6.80739
220,5.65059
221,5.7988
222,5.28629
223,5.66104
224,5.50424
225,7.22033
226,6.50424
227,7.34743
228,6.28541
229,11.1428
230,10.4196
231,6.2628
232,7.8036
233,7.9108
234,9.64958
235,8.64406
236,6.17
237,7.8564
238,6.0852
239,11.9003
240,5.64224
241,5.8532
242,4.98875
243,15.2596
244,7.36991
245,6.282
246,7.1252
247,8.3892
248,3.76985
249,7.61636
250,8.4116
251,7.6884
252,5.98529
253,11.242
254,10.0724
255,9.3716
256,8.058
257,10.2868
258,10.5636
259,4.0324
260,8.8756
261,7.4052
262,6.17813
263,11.1396
264,5.162
265,8.354
266,6.6308
267,8.80094
268,7.48734
269,5.0148
270,8.07368
271,6.506
272,4.17532
273,6.2516
274,5.6356
275,9.5508
276,5.38506
277,6.96978
278,7.65618
279,6.7876
280,4.0644
281,4.9076
282,5.7508
283,12.0611
284,8.18223
285,5.86863
286,6.1092
287,12.9396
288,8.77
289,5.4564
290,6.2388
291,7.082
292,9.7684
293,6.65728
294,9.8148
295,5.922
296,14.114
297,9.306
298,4.5828
299,7.2692
300,7.9556
301,7.97073
302,3.60747
303,9.29387
304,7.2884
305,11.4804
306,6.69868
307,5.61
308,7.5252
309,6.3684
310,11.2116
311,9.898
312,5.3556
313,7.62402
314,5.2932
315,10.7425
316,7.8692
317,6.42261
318,5.53
319,8.3732
320,10.0596
321,4.49
322,8.3332
323,5.8628
324,5.706
325,6.682
326,12.0156
327,6.29997
328,6.0886
329,9.9318
330,4.46512
331,6.3254
332,9.9862
333,5.9014
334,10.8166
335,7.6598
336,6.9238
337,11.4114
338,6.607
339,8.29313
340,12.1363
341,11.183
342,7.0262
343,6.7126
344,7.567
345,8.4102
346,7.37429
347,7.64739
348,8.8662
349,7.4198
350,8.6966
351,6.8262
352,11.0211
353,9.295
354,8.10236
355,8.1254
356,5.1478
357,6.3398
358,8.13171
359,6.8982
360,9.7414
361,5.4278
362,6.2885
363,5.50147
364,6.751
365,10.0278
366,4.92706
367,6.6038
368,9.8182
369,6.6614
370,6.7334
371,7.56194
372,9.0326
373,4.8758
374,6.1398
375,5.8854
376,12.8006
377,7.6438
378,5.97646
379,8.69636
380,4.2294
381,4.7206
382,7.2966
383,9.1494
384,9.4262
385,5.97649
386,8.29356
387,5.279
388,5.5558
389,5.8326
390,9.6758
391,7.79927
392,7.80382
393,6.49022
394,9.1636
395,11.6447
396,9.9222
397,5.4758
398,10.319
399,6.1622
400,5.6678
401,4.2438
402,6.29225
403,13.4582
404,7.41519
