seq_num,delay_ms
0,18.5021
1,20.7357
2,19.8621
3,20.0264
4,21.4253
5,19.6582
6,20.7847
7,20.4554
8,17.3923
9,20.2099
10,18.4095
11,19.9496
12,19.8286
13,20.7484
14,19.915
15,20.0687
16,20.2012
17,19.8573
18,20.4136
19,19.6815
20,20.2964
21,18.9523
22,19.5662
23,19.74
24,20.7049
25,20.4828
26,20.8065
27,21.177
28,19.8481
29,17.5174
30,21.4048
31,18.6539
32,18.6421
33,19.6945
34,22.2701
35,18.8179
36,21.0663
37,19.8485
38,18.9601
39,18.9356
40,19.8504
41,19.1781
42,19.5124
43,19.9573
44,19.3677
45,19.1669
46,19.4387
47,20.5257
48,19.1405
49,19.4009
50,18.9331
51,19.6788
52,19.2778
53,20.1545
54,20.0739
55,19.8063
56,18.4613
57,20.7664
58,21.1529
59,20.8871
60,19.6466
61,21.2161
62,19.7351
63,19.1946
64,21.2595
65,17.7212
66,19.5412
67,19.4224
68,20.7636
69,19.5246
70,21.4585
71,21.1548
72,20.3195
73,19.8794
74,21.1411
75,19.9738
76,20.7367
77,19.9305
78,18.398
79,18.5246
80,19.597
81,19.0292
82,21.1783
83,20.7797
84,19.0113
85,20.3018
86,19.2156
87,21.174
88,21.2093
89,19.719
90,20.0345
91,20.6844
92,20.025
93,21.0482
94,19.1762
95,22.0151
96,18.4353
97,22.2579
98,22.6688
99,19.7909
100,19.5749
101,20.6981
102,20.5165
103,19.3983
104,20.2002
105,19.6365
106,19.2309
107,21.4592
108,19.7394
109,21.9891
110,20.6435
111,19.8705
112,21.9374
113,18.9159
114,20.2487
115,20.9094
116,21.53
117,19.9553
118,18.7823
119,19.6291
120,18.6902
121,20.178
122,19.0315
123,20.1373
124,20.1013
125,17.0559
126,19.4761
127,19.0438
128,22.6156
129,20.5099
130,18.6077
131,20.1439
132,20.0441
133,20.5956
134,20.0884
135,19.7801
136,18.7655
137,19.6806
138,20.1368
139,20.7108
140,21.4244
141,20.1269
142,22.0678
143,20.5083
144,20.7278
145,19.8047
146,21.2859
147,19.3481
148,19.8588
149,19.5851
150,19.3129
151,20.4199
152,19.4534
153,19.3398
154,19.091
155,20.0723
156,20.567
157,19.8819
158,20.4968
159,20.9301
160,20.4036
161,19.7844
162,22.4209
163,20.2184
164,20.6921
165,20.7788
166,21.3181
167,20.9897
168,20.9373
169,20.6622
170,18.3444
171,19.7905
172,19.71
173,19.7569
174,20.3183
175,19.0772
176,19.2234
177,23.18
178,20.5439
179,20.5333
180,20.8719
181,20.6909
182,21.1255
183,19.8901
184,22.0948
185,21.4002
186,20.1769
187,19.375
188,19.2405
189,20.3686
190,18.9066
191,17.811
192,19.3091
193,19.5175
194,19.3384
195,21.9
196,20.7025
197,20.8655
198,18.5957
199,22.0616
200,21.5499
201,18.7037
202,20.4301
